category,control
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EC2 AMIs should restrict public access
EC2,EBS default encryption should be enabled
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,Ensure EBS volumes attached to an EC2 instance is marked for deletion upon instance termination
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance detailed monitoring should be enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instance should have EBS optimization enabled
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should have IAM profile attached
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
EC2,EC2 instances should be in a VPC
